,number,segment,en,de,es,fr,id,it,ja,ko,lt,lv,pl,ru,tr,th,vi
103,354,3|x|100|+|50|+|4,three hundred and fifty-four,dreihundertvierundfünfzig,trescientos cincuenta y cuatro,trois cent cinquante-quatre,tiga ratus lima puluh empat,trecentocinquantaquattro,三百五十四,삼백오십사,trys šimtai penkiasdešimt keturi,trīs simti piecdesmit četri,trzysta pięćdziesiąt cztery,триста пятьдесят четыре,üçyüzellidört,สามร้อยห้าสิบสี่,ba trăm năm mươi bốn
104,128,1|x|100|+|20|+|8,one hundred and twenty-eight,einhundertachtundzwanzig,ciento veintiocho,cent vingt-huit,seratus dua puluh delapan,centoventotto,百二十八,백이십팔,vienas šimtas dvidešimt aštuoni,simts divdesmit astoņi,sto dwadzieścia osiem,сто двадцать восемь,yüzyirmisekiz,หนึ่งร้อยยี่สิบแปด,một trăm hai mươi tám
105,944,9|x|100|+|40|+|4,nine hundred and forty-four,neunhundertvierundvierzig,novecientos cuarenta y cuatro,neuf cent quarante-quatre,sembilan ratus empat puluh empat,novecentoquarantaquattro,九百四十四,구백사십사,devyni šimtai keturiasdešimt keturi,deviņi simti četrdesmit četri,dziewięćset czterdzieści cztery,девятьсот сорок четыре,dokuzyüzkırkdört,เก้าร้อยสี่สิบสี่,chín trăm bốn mươi bốn
106,587,5|x|100|+|80|+|7,five hundred and eighty-seven,fünfhundertsiebenundachtzig,quinientos ochenta y siete,cinq cent quatre-vingt-sept,lima ratus delapan puluh tujuh,cinquecentottantasette,五百八十七,오백팔십칠,penki šimtai aštuoniasdešimt septyni,pieci simti astoņdesmit septiņi,pięćset osiemdziesiąt siedem,пятьсот восемьдесят семь,beşyüzseksenyedi,ห้าร้อยแปดสิบเจ็ด,năm trăm tám mươi bảy
107,788,7|x|100|+|80|+|8,seven hundred and eighty-eight,siebenhundertachtundachtzig,setecientos ochenta y ocho,sept cent quatre-vingt-huit,tujuh ratus delapan puluh delapan,settecentottantotto,七百八十八,칠백팔십팔,septyni šimtai aštuoniasdešimt aštuoni,septiņi simti astoņdesmit astoņi,siedemset osiemdziesiąt osiem,семьсот восемьдесят восемь,yediyüzseksensekiz,เจ็ดร้อยแปดสิบแปด,bảy trăm tám mươi tám
108,260,2|x|100|+|60|+|0,two hundred and sixty,zweihundertsechzig,doscientos sesenta,deux cent soixante,dua ratus enam puluh,duecentosessanta,二百六十,이백육십,du šimtai šešiasdešimt,divi simti sešdesmit,dwieście sześćdziesiąt,двести шестьдесят,ikiyüzaltmış,สองร้อยหกสิบ,hai trăm sáu mươi
109,447,4|x|100|+|40|+|7,four hundred and forty-seven,vierhundertsiebenundvierzig,cuatrocientos cuarenta y siete,quatre cent quarante-sept,empat ratus empat puluh tujuh,quattrocentoquarantasette,四百四十七,사백사십칠,keturi šimtai keturiasdešimt septyni,četri simti četrdesmit septiņi,czterysta czterdzieści siedem,четыреста сорок семь,dörtyüzkırkyedi,สี่ร้อยสี่สิบเจ็ด,bốn trăm bốn mươi bảy
110,943,9|x|100|+|40|+|3,nine hundred and forty-three,neunhundertdreiundvierzig,novecientos cuarenta y tres,neuf cent quarante-trois,sembilan ratus empat puluh tiga,novecentoquarantatre,九百四十三,구백사십삼,devyni šimtai keturiasdešimt trys,deviņi simti četrdesmit trīs,dziewięćset czterdzieści trzy,девятьсот сорок три,dokuzyüzkırküç,เก้าร้อยสี่สิบสาม,chín trăm bốn mươi ba
111,389,3|x|100|+|80|+|9,three hundred and eighty-nine,dreihundertneunundachtzig,trescientos ochenta y nueve,trois cent quatre-vingt-neuf,tiga ratus delapan puluh sembilan,trecentottantanove,三百八十九,삼백팔십구,trys šimtai aštuoniasdešimt devyni,trīs simti astoņdesmit deviņi,trzysta osiemdziesiąt dziewięć,триста восемьдесят девять,üçyüzseksendokuz,สามร้อยแปดสิบเก้า,ba trăm tám mươi chín
112,823,8|x|100|+|20|+|3,eight hundred and twenty-three,achthundertdreiundzwanzig,ochocientos veintitrés,huit cent vingt-trois,delapan ratus dua puluh tiga,ottocentoventitre,八百二十三,팔백이십삼,aštuoni šimtai dvidešimt trys,astoņi simti divdesmit trīs,osiemset dwadzieścia trzy,восемьсот двадцать три,sekizyüzyirmiüç,แปดร้อยยี่สิบสาม,tám trăm hai mươi ba
113,311,3|x|100|+|10|+|1,three hundred and eleven,dreihundertelf,trescientos once,trois cent onze,tiga ratus sebelas,trecentoundici,三百十一,삼백십일,trys šimtai vienuolika,trīs simti vienpadsmit,trzysta jedenaście,триста одиннадцать,üçyüzonbir,สามร้อยสิบเอ็ด,ba trăm mười một
114,615,6|x|100|+|10|+|5,six hundred and fifteen,sechshundertfünfzehn,seiscientos quince,six cent quinze,enam ratus lima belas,seicentoquindici,六百十五,육백십오,šeši šimtai penkiolika,seši simti piecpadsmit,sześćset piętnaście,шестьсот пятнадцать,altıyüzonbeş,หกร้อยสิบห้า,sáu trăm mười lăm
115,363,3|x|100|+|60|+|3,three hundred and sixty-three,dreihundertdreiundsechzig,trescientos sesenta y tres,trois cent soixante-trois,tiga ratus enam puluh tiga,trecentosessantatre,三百六十三,삼백육십삼,trys šimtai šešiasdešimt trys,trīs simti sešdesmit trīs,trzysta sześćdziesiąt trzy,триста шестьдесят три,üçyüzaltmışüç,สามร้อยหกสิบสาม,ba trăm sáu mươi ba
116,645,6|x|100|+|40|+|5,six hundred and forty-five,sechshundertfünfundvierzig,seiscientos cuarenta y cinco,six cent quarante-cinq,enam ratus empat puluh lima,seicentoquarantacinque,六百四十五,육백사십오,šeši šimtai keturiasdešimt penki,seši simti četrdesmit pieci,sześćset czterdzieści pięć,шестьсот сорок пять,altıyüzkırkbeş,หกร้อยสี่สิบห้า,sáu trăm bốn mươi lăm
117,800,8|x|100|+|0|+|0,eight hundred,achthundert,ochocientos,huit cents,delapan ratus,ottocento,八百,팔백,aštuoni šimtai,astoņi simti,osiemset,восемьсот,sekizyüz,แปดร้อย,tám trăm
118,369,3|x|100|+|60|+|9,three hundred and sixty-nine,dreihundertneunundsechzig,trescientos sesenta y nueve,trois cent soixante-neuf,tiga ratus enam puluh sembilan,trecentosessantanove,三百六十九,삼백육십구,trys šimtai šešiasdešimt devyni,trīs simti sešdesmit deviņi,trzysta sześćdziesiąt dziewięć,триста шестьдесят девять,üçyüzaltmışdokuz,สามร้อยหกสิบเก้า,ba trăm sáu mươi chín
119,369,3|x|100|+|60|+|9,three hundred and sixty-nine,dreihundertneunundsechzig,trescientos sesenta y nueve,trois cent soixante-neuf,tiga ratus enam puluh sembilan,trecentosessantanove,三百六十九,삼백육십구,trys šimtai šešiasdešimt devyni,trīs simti sešdesmit deviņi,trzysta sześćdziesiąt dziewięć,триста шестьдесят девять,üçyüzaltmışdokuz,สามร้อยหกสิบเก้า,ba trăm sáu mươi chín
120,797,7|x|100|+|90|+|7,seven hundred and ninety-seven,siebenhundertsiebenundneunzig,setecientos noventa y siete,sept cent quatre-vingt-dix-sept,tujuh ratus sembilan puluh tujuh,settecentonovantasette,七百九十七,칠백구십칠,septyni šimtai devyniasdešimt septyni,septiņi simti deviņdesmit septiņi,siedemset dziewięćdzisiąt siedem,семьсот девяносто семь,yediyüzdoksanyedi,เจ็ดร้อยเก้าสิบเจ็ด,bảy trăm chín mươi bảy
121,397,3|x|100|+|90|+|7,three hundred and ninety-seven,dreihundertsiebenundneunzig,trescientos noventa y siete,trois cent quatre-vingt-dix-sept,tiga ratus sembilan puluh tujuh,trecentonovantasette,三百九十七,삼백구십칠,trys šimtai devyniasdešimt septyni,trīs simti deviņdesmit septiņi,trzysta dziewięćdzisiąt siedem,триста девяносто семь,üçyüzdoksanyedi,สามร้อยเก้าสิบเจ็ด,ba trăm chín mươi bảy
122,355,3|x|100|+|50|+|5,three hundred and fifty-five,dreihundertfünfundfünfzig,trescientos cincuenta y cinco,trois cent cinquante-cinq,tiga ratus lima puluh lima,trecentocinquantacinque,三百五十五,삼백오십오,trys šimtai penkiasdešimt penki,trīs simti piecdesmit pieci,trzysta pięćdziesiąt pięć,триста пятьдесят пять,üçyüzellibeş,สามร้อยห้าสิบห้า,ba trăm năm mươi lăm
123,366,3|x|100|+|60|+|6,three hundred and sixty-six,dreihundertsechsundsechzig,trescientos sesenta y seis,trois cent soixante-six,tiga ratus enam puluh enam,trecentosessantasei,三百六十六,삼백육십육,trys šimtai šešiasdešimt šeši,trīs simti sešdesmit seši,trzysta sześćdziesiąt sześć,триста шестьдесят шесть,üçyüzaltmışaltı,สามร้อยหกสิบหก,ba trăm sáu mươi sáu
124,657,6|x|100|+|50|+|7,six hundred and fifty-seven,sechshundertsiebenundfünfzig,seiscientos cincuenta y siete,six cent cinquante-sept,enam ratus lima puluh tujuh,seicentocinquantasette,六百五十七,육백오십칠,šeši šimtai penkiasdešimt septyni,seši simti piecdesmit septiņi,sześćset pięćdziesiąt siedem,шестьсот пятьдесят семь,altıyüzelliyedi,หกร้อยห้าสิบเจ็ด,sáu trăm năm mươi bảy
125,479,4|x|100|+|70|+|9,four hundred and seventy-nine,vierhundertneunundsiebzig,cuatrocientos setenta y nueve,quatre cent soixante-dix-neuf,empat ratus tujuh puluh sembilan,quattrocentosettantanove,四百七十九,사백칠십구,keturi šimtai septyniasdešimt devyni,četri simti septiņdesmit deviņi,czterysta siedemdziesiąt dziewięć,четыреста семьдесят девять,dörtyüzyetmişdokuz,สี่ร้อยเจ็ดสิบเก้า,bốn trăm bảy mươi chín
126,926,9|x|100|+|20|+|6,nine hundred and twenty-six,neunhundertsechsundzwanzig,novecientos veintiséis,neuf cent vingt-six,sembilan ratus dua puluh enam,novecentoventisei,九百二十六,구백이십육,devyni šimtai dvidešimt šeši,deviņi simti divdesmit seši,dziewięćset dwadzieścia sześć,девятьсот двадцать шесть,dokuzyüzyirmialtı,เก้าร้อยยี่สิบหก,chín trăm hai mươi sáu
127,349,3|x|100|+|40|+|9,three hundred and forty-nine,dreihundertneunundvierzig,trescientos cuarenta y nueve,trois cent quarante-neuf,tiga ratus empat puluh sembilan,trecentoquarantanove,三百四十九,삼백사십구,trys šimtai keturiasdešimt devyni,trīs simti četrdesmit deviņi,trzysta czterdzieści dziewięć,триста сорок девять,üçyüzkırkdokuz,สามร้อยสี่สิบเก้า,ba trăm bốn mươi chín
128,833,8|x|100|+|30|+|3,eight hundred and thirty-three,achthundertdreiunddreißig,ochocientos treinta y tres,huit cent trente-trois,delapan ratus tiga puluh tiga,ottocentotrentatre,八百三十三,팔백삼십삼,aštuoni šimtai trisdešimt trys,astoņi simti trīsdesmit trīs,osiemset trzydzieści trzy,восемьсот тридцать три,sekizyüzotuzüç,แปดร้อยสามสิบสาม,tám trăm ba mươi ba
129,881,8|x|100|+|80|+|1,eight hundred and eighty-one,achthunderteinundachtzig,ochocientos ochenta y uno,huit cent quatre-vingt-un,delapan ratus delapan puluh satu,ottocentottantuno,八百八十一,팔백팔십일,aštuoni šimtai aštuoniasdešimt vienas,astoņi simti astoņdesmit viens,osiemset osiemdziesiąt jeden,восемьсот восемьдесят один,sekizyüzseksenbir,แปดร้อยแปดสิบเอ็ด,tám trăm tám mươi mốt
130,903,9|x|100|+|0|+|3,nine hundred and three,neunhundertdrei,novecientos tres,neuf cent trois,sembilan ratus tiga,novecentotré,九百三,구백삼,devyni šimtai trys,deviņi simti trīs,dziewięćset trzy,девятьсот три,dokuzyüzüç,เก้าร้อยสาม,chín trăm lẻ ba
131,227,2|x|100|+|20|+|7,two hundred and twenty-seven,zweihundertsiebenundzwanzig,doscientos veintisiete,deux cent vingt-sept,dua ratus dua puluh tujuh,duecentoventisette,二百二十七,이백이십칠,du šimtai dvidešimt septyni,divi simti divdesmit septiņi,dwieście dwadzieścia siedem,двести двадцать семь,ikiyüzyirmiyedi,สองร้อยยี่สิบเจ็ด,hai trăm hai mươi bảy
132,940,9|x|100|+|40|+|0,nine hundred and forty,neunhundertvierzig,novecientos cuarenta,neuf cent quarante,sembilan ratus empat puluh,novecentoquaranta,九百四十,구백사십,devyni šimtai keturiasdešimt,deviņi simti četrdesmit,dziewięćset czterdzieści,девятьсот сорок,dokuzyüzkırk,เก้าร้อยสี่สิบ,chín trăm bốn mươi
133,471,4|x|100|+|70|+|1,four hundred and seventy-one,vierhunderteinundsiebzig,cuatrocientos setenta y uno,quatre cent soixante et onze,empat ratus tujuh puluh satu,quattrocentosettantuno,四百七十一,사백칠십일,keturi šimtai septyniasdešimt vienas,četri simti septiņdesmit viens,czterysta siedemdziesiąt jeden,четыреста семьдесят один,dörtyüzyetmişbir,สี่ร้อยเจ็ดสิบเอ็ด,bốn trăm bảy mươi mốt
134,264,2|x|100|+|60|+|4,two hundred and sixty-four,zweihundertvierundsechzig,doscientos sesenta y cuatro,deux cent soixante-quatre,dua ratus enam puluh empat,duecentosessantaquattro,二百六十四,이백육십사,du šimtai šešiasdešimt keturi,divi simti sešdesmit četri,dwieście sześćdziesiąt cztery,двести шестьдесят четыре,ikiyüzaltmışdört,สองร้อยหกสิบสี่,hai trăm sáu mươi bốn
135,421,4|x|100|+|20|+|1,four hundred and twenty-one,vierhunderteinundzwanzig,cuatrocientos veintiuno,quatre cent vingt et un,empat ratus dua puluh satu,quattrocentoventiuno,四百二十一,사백이십일,keturi šimtai dvidešimt vienas,četri simti divdesmit viens,czterysta dwadzieścia jeden,четыреста двадцать один,dörtyüzyirmibir,สี่ร้อยยี่สิบเอ็ด,bốn trăm hai mươi mốt
136,734,7|x|100|+|30|+|4,seven hundred and thirty-four,siebenhundertvierunddreißig,setecientos treinta y cuatro,sept cent trente-quatre,tujuh ratus tiga puluh empat,settecentotrentaquattro,七百三十四,칠백삼십사,septyni šimtai trisdešimt keturi,septiņi simti trīsdesmit četri,siedemset trzydzieści cztery,семьсот тридцать четыре,yediyüzotuzdört,เจ็ดร้อยสามสิบสี่,bảy trăm ba mươi bốn
137,161,1|x|100|+|60|+|1,one hundred and sixty-one,einhunderteinundsechzig,ciento sesenta y uno,cent soixante et un,seratus enam puluh satu,centosessantuno,百六十一,백육십일,vienas šimtas šešiasdešimt vienas,simts sešdesmit viens,sto sześćdziesiąt jeden,сто шестьдесят один,yüzaltmışbir,หนึ่งร้อยหกสิบเอ็ด,một trăm sáu mươi mốt
138,143,1|x|100|+|40|+|3,one hundred and forty-three,einhundertdreiundvierzig,ciento cuarenta y tres,cent quarante-trois,seratus empat puluh tiga,centoquarantatre,百四十三,백사십삼,vienas šimtas keturiasdešimt trys,simts četrdesmit trīs,sto czterdzieści trzy,сто сорок три,yüzkırküç,หนึ่งร้อยสี่สิบสาม,một trăm bốn mươi ba
139,143,1|x|100|+|40|+|3,one hundred and forty-three,einhundertdreiundvierzig,ciento cuarenta y tres,cent quarante-trois,seratus empat puluh tiga,centoquarantatre,百四十三,백사십삼,vienas šimtas keturiasdešimt trys,simts četrdesmit trīs,sto czterdzieści trzy,сто сорок три,yüzkırküç,หนึ่งร้อยสี่สิบสาม,một trăm bốn mươi ba
140,179,1|x|100|+|70|+|9,one hundred and seventy-nine,einhundertneunundsiebzig,ciento setenta y nueve,cent soixante-dix-neuf,seratus tujuh puluh sembilan,centosettantanove,百七十九,백칠십구,vienas šimtas septyniasdešimt devyni,simts septiņdesmit deviņi,sto siedemdziesiąt dziewięć,сто семьдесят девять,yüzyetmişdokuz,หนึ่งร้อยเจ็ดสิบเก้า,một trăm bảy mươi chín
141,700,7|x|100|+|0|+|0,seven hundred,siebenhundert,setecientos,sept cents,tujuh ratus,settecento,七百,칠백,septyni šimtai,septiņi simti,siedemset,семьсот,yediyüz,เจ็ดร้อย,bảy trăm
142,527,5|x|100|+|20|+|7,five hundred and twenty-seven,fünfhundertsiebenundzwanzig,quinientos veintisiete,cinq cent vingt-sept,lima ratus dua puluh tujuh,cinquecentoventisette,五百二十七,오백이십칠,penki šimtai dvidešimt septyni,pieci simti divdesmit septiņi,pięćset dwadzieścia siedem,пятьсот двадцать семь,beşyüzyirmiyedi,ห้าร้อยยี่สิบเจ็ด,năm trăm hai mươi bảy
143,527,5|x|100|+|20|+|7,five hundred and twenty-seven,fünfhundertsiebenundzwanzig,quinientos veintisiete,cinq cent vingt-sept,lima ratus dua puluh tujuh,cinquecentoventisette,五百二十七,오백이십칠,penki šimtai dvidešimt septyni,pieci simti divdesmit septiņi,pięćset dwadzieścia siedem,пятьсот двадцать семь,beşyüzyirmiyedi,ห้าร้อยยี่สิบเจ็ด,năm trăm hai mươi bảy
