,number,segment,en,de,es,fr,id,it,ja,ko,lt,lv,pl,ru,tr,th,vi
96,127,1|x|100|+|20|+|7,eight hundred and forty-four,achthundertvierundvierzig,ochocientos cuarenta y cuatro,huit cent quarante-quatre,delapan ratus empat puluh empat,ottocentoquarantaquattro,八百四十四,팔백사십사,aštuoni šimtai keturiasdešimt keturi,astoņi simti četrdesmit četri,osiemset czterdzieści cztery,восемьсот сорок четыре,sekizyüzkırkdört,แปดร้อยสี่สิบสี่,tám trăm bốn mươi bốn
97,755,7|x|100|+|50|+|5,four hundred and ninety-seven,vierhundertsiebenundneunzig,cuatrocientos noventa y siete,quatre cent quatre-vingt-dix-sept,empat ratus sembilan puluh tujuh,quattrocentonovantasette,四百九十七,사백구십칠,keturi šimtai devyniasdešimt septyni,četri simti deviņdesmit septiņi,czterysta dziewięćdzisiąt siedem,четыреста девяносто семь,dörtyüzdoksanyedi,สี่ร้อยเก้าสิบเจ็ด,bốn trăm chín mươi bảy
98,911,9|x|100|+|10|+|1,five hundred and thirty-four,fünfhundertvierunddreißig,quinientos treinta y cuatro,cinq cent trente-quatre,lima ratus tiga puluh empat,cinquecentotrentaquattro,五百三十四,오백삼십사,penki šimtai trisdešimt keturi,pieci simti trīsdesmit četri,pięćset trzydzieści cztery,пятьсот тридцать четыре,beşyüzotuzdört,ห้าร้อยสามสิบสี่,năm trăm ba mươi bốn
99,911,9|x|100|+|10|+|1,six hundred and forty,sechshundertvierzig,seiscientos cuarenta,six cent quarante,enam ratus empat puluh,seicentoquaranta,六百四十,육백사십,šeši šimtai keturiasdešimt,seši simti četrdesmit,sześćset czterdzieści,шестьсот сорок,altıyüzkırk,หกร้อยสี่สิบ,sáu trăm bốn mươi
100,911,9|x|100|+|10|+|1,four hundred and fifty-three,vierhundertdreiundfünfzig,cuatrocientos cincuenta y tres,quatre cent cinquante-trois,empat ratus lima puluh tiga,quattrocentocinquantatre,四百五十三,사백오십삼,keturi šimtai penkiasdešimt trys,četri simti piecdesmit trīs,czterysta pięćdziesiąt trzy,четыреста пятьдесят три,dörtyüzelliüç,สี่ร้อยห้าสิบสาม,bốn trăm năm mươi ba
101,390,3|x|100|+|90|+|0,six hundred and twelve,sechshundertzwölf,seiscientos doce,six cent douze,enam ratus dua belas,seicentododici,六百十二,육백십이,šeši šimtai dvylika,seši simti divpadsmit,sześćset dwanaście,шестьсот двенадцать,altıyüzoniki,หกร้อยสิบสอง,sáu trăm mười hai
102,110,1|x|100|+|10|+|0,two hundred and seventy-five,zweihundertfünfundsiebzig,doscientos setenta y cinco,deux cent soixante-quinze,dua ratus tujuh puluh lima,duecentosettantacinque,二百七十五,이백칠십오,du šimtai septyniasdešimt penki,divi simti septiņdesmit pieci,dwieście siedemdziesiąt pięć,двести семьдесят пять,ikiyüzyetmişbeş,สองร้อยเจ็ดสิบห้า,hai trăm bảy mươi lăm
103,282,2|x|100|+|80|+|2,seven hundred and eighteen,siebenhundertachtzehn,setecientos dieciocho,sept cent dix-huit,tujuh ratus delapan belas,settecentodicotto,七百十八,칠백십팔,septyni šimtai aštuoniolika,septiņi simti astoņpadsmit,siedemset osiemnaście,семьсот восемнадцать,yediyüzonsekiz,เจ็ดร้อยสิบแปด,bảy trăm mười tám
104,846,8|x|100|+|40|+|6,three hundred and fifty-six,dreihundertsechsundfünfzig,trescientos cincuenta y seis,trois cent cinquante-six,tiga ratus lima puluh enam,trecentocinquantasei,三百五十六,삼백오십육,trys šimtai penkiasdešimt šeši,trīs simti piecdesmit seši,trzysta pięćdziesiąt sześć,триста пятьдесят шесть,üçyüzellialtı,สามร้อยห้าสิบหก,ba trăm năm mươi sáu
105,569,5|x|100|+|60|+|9,nine hundred and ninety-two,neunhundertzweiundneunzig,novecientos noventa y dos,neuf cent quatre-vingt-douze,sembilan ratus sembilan puluh dua,novecentonovantadue,九百九十二,구백구십이,devyni šimtai devyniasdešimt du,deviņi simti deviņdesmit divi,dziewięćset dziewięćdzisiąt dwa,девятьсот девяносто два,dokuzyüzdoksaniki,เก้าร้อยเก้าสิบสอง,chín trăm chín mươi hai
106,158,1|x|100|+|50|+|8,seven hundred and sixty-seven,siebenhundertsiebenundsechzig,setecientos sesenta y siete,sept cent soixante-sept,tujuh ratus enam puluh tujuh,settecentosessantasette,七百六十七,칠백육십칠,septyni šimtai šešiasdešimt septyni,septiņi simti sešdesmit septiņi,siedemset sześćdziesiąt siedem,семьсот шестьдесят семь,yediyüzaltmışyedi,เจ็ดร้อยหกสิบเจ็ด,bảy trăm sáu mươi bảy
107,411,4|x|100|+|10|+|1,five hundred and ten,fünfhundertzehn,quinientos diez,cinq cent dix,lima ratus sepuluh,cinquecentodieci,五百十,오백십,penki šimtai dešimt,pieci simti desmit,pięćset dziesięć,пятьсот десять,beşyüzon,ห้าร้อยสิบ,năm trăm mười
108,623,6|x|100|+|20|+|3,five hundred and nine,fünfhundertneun,quinientos nueve,cinq cent neuf,lima ratus sembilan,cinquecentonove,五百九,오백구,penki šimtai devyni,pieci simti deviņi,pięćset dziewięć,пятьсот девять,beşyüzdokuz,ห้าร้อยเก้า,năm trăm lẻ chín
109,481,4|x|100|+|80|+|1,four hundred and seventy-nine,vierhundertneunundsiebzig,cuatrocientos setenta y nueve,quatre cent soixante-dix-neuf,empat ratus tujuh puluh sembilan,quattrocentosettantanove,四百七十九,사백칠십구,keturi šimtai septyniasdešimt devyni,četri simti septiņdesmit deviņi,czterysta siedemdziesiąt dziewięć,четыреста семьдесят девять,dörtyüzyetmişdokuz,สี่ร้อยเจ็ดสิบเก้า,bốn trăm bảy mươi chín
110,855,8|x|100|+|50|+|5,nine hundred and thirty-two,neunhundertzweiunddreißig,novecientos treinta y dos,neuf cent trente-deux,sembilan ratus tiga puluh dua,novecentotrentadue,九百三十二,구백삼십이,devyni šimtai trisdešimt du,deviņi simti trīsdesmit divi,dziewięćset trzydzieści dwa,девятьсот тридцать два,dokuzyüzotuziki,เก้าร้อยสามสิบสอง,chín trăm ba mươi hai
111,768,7|x|100|+|60|+|8,one hundred and seventy-six,einhundertsechsundsiebzig,ciento setenta y seis,cent soixante-seize,seratus tujuh puluh enam,centosettantasei,百七十六,백칠십육,vienas šimtas septyniasdešimt šeši,simts septiņdesmit seši,sto siedemdziesiąt sześć,сто семьдесят шесть,yüzyetmişaltı,หนึ่งร้อยเจ็ดสิบหก,một trăm bảy mươi sáu
112,121,1|x|100|+|20|+|1,eight hundred and fifty-six,achthundertsechsundfünfzig,ochocientos cincuenta y seis,huit cent cinquante-six,delapan ratus lima puluh enam,ottocentocinquantasei,八百五十六,팔백오십육,aštuoni šimtai penkiasdešimt šeši,astoņi simti piecdesmit seši,osiemset pięćdziesiąt sześć,восемьсот пятьдесят шесть,sekizyüzellialtı,แปดร้อยห้าสิบหก,tám trăm năm mươi sáu
113,996,9|x|100|+|90|+|6,six hundred and fifty-eight,sechshundertachtundfünfzig,seiscientos cincuenta y ocho,six cent cinquante-huit,enam ratus lima puluh delapan,seicentocinquantotto,六百五十八,육백오십팔,šeši šimtai penkiasdešimt aštuoni,seši simti piecdesmit astoņi,sześćset pięćdziesiąt osiem,шестьсот пятьдесят восемь,altıyüzellisekiz,หกร้อยห้าสิบแปด,sáu trăm năm mươi tám
114,403,4|x|100|+|0|+|3,five hundred and thirty-eight,fünfhundertachtunddreißig,quinientos treinta y ocho,cinq cent trente-huit,lima ratus tiga puluh delapan,cinquecentotrentotto,五百三十八,오백삼십팔,penki šimtai trisdešimt aštuoni,pieci simti trīsdesmit astoņi,pięćset trzydzieści osiem,пятьсот тридцать восемь,beşyüzotuzsekiz,ห้าร้อยสามสิบแปด,năm trăm ba mươi tám
115,619,6|x|100|+|10|+|9,seven hundred and eighteen,siebenhundertachtzehn,setecientos dieciocho,sept cent dix-huit,tujuh ratus delapan belas,settecentodicotto,七百十八,칠백십팔,septyni šimtai aštuoniolika,septiņi simti astoņpadsmit,siedemset osiemnaście,семьсот восемнадцать,yediyüzonsekiz,เจ็ดร้อยสิบแปด,bảy trăm mười tám
116,869,8|x|100|+|60|+|9,eight hundred and thirty-seven,achthundertsiebenunddreißig,ochocientos treinta y siete,huit cent trente-sept,delapan ratus tiga puluh tujuh,ottocentotrentasette,八百三十七,팔백삼십칠,aštuoni šimtai trisdešimt septyni,astoņi simti trīsdesmit septiņi,osiemset trzydzieści siedem,восемьсот тридцать семь,sekizyüzotuzyedi,แปดร้อยสามสิบเจ็ด,tám trăm ba mươi bảy
117,422,4|x|100|+|20|+|2,eight hundred and twenty-seven,achthundertsiebenundzwanzig,ochocientos veintisiete,huit cent vingt-sept,delapan ratus dua puluh tujuh,ottocentoventisette,八百二十七,팔백이십칠,aštuoni šimtai dvidešimt septyni,astoņi simti divdesmit septiņi,osiemset dwadzieścia siedem,восемьсот двадцать семь,sekizyüzyirmiyedi,แปดร้อยยี่สิบเจ็ด,tám trăm hai mươi bảy
118,989,9|x|100|+|80|+|9,two hundred and fourteen,zweihundertvierzehn,doscientos catorce,deux cent quatorze,dua ratus empat belas,duecentoquattordici,二百十四,이백십사,du šimtai keturiolika,divi simti četrpadsmit,dwieście czternaście,двести четырнадцать,ikiyüzondört,สองร้อยสิบสี่,hai trăm mười bốn
119,694,6|x|100|+|90|+|4,four hundred and thirty-four,vierhundertvierunddreißig,cuatrocientos treinta y cuatro,quatre cent trente-quatre,empat ratus tiga puluh empat,quattrocentotrentaquattro,四百三十四,사백삼십사,keturi šimtai trisdešimt keturi,četri simti trīsdesmit četri,czterysta trzydzieści cztery,четыреста тридцать четыре,dörtyüzotuzdört,สี่ร้อยสามสิบสี่,bốn trăm ba mươi bốn
120,641,6|x|100|+|40|+|1,eight hundred and sixty-eight,achthundertachtundsechzig,ochocientos sesenta y ocho,huit cent soixante-huit,delapan ratus enam puluh delapan,ottocentosessantotto,八百六十八,팔백육십팔,aštuoni šimtai šešiasdešimt aštuoni,astoņi simti sešdesmit astoņi,osiemset sześćdziesiąt osiem,восемьсот шестьдесят восемь,sekizyüzaltmışsekiz,แปดร้อยหกสิบแปด,tám trăm sáu mươi tám
121,123,1|x|100|+|20|+|3,five hundred and ten,fünfhundertzehn,quinientos diez,cinq cent dix,lima ratus sepuluh,cinquecentodieci,五百十,오백십,penki šimtai dešimt,pieci simti desmit,pięćset dziesięć,пятьсот десять,beşyüzon,ห้าร้อยสิบ,năm trăm mười
122,123,1|x|100|+|20|+|3,nine hundred and sixty,neunhundertsechzig,novecientos sesenta,neuf cent soixante,sembilan ratus enam puluh,novecentosessanta,九百六十,구백육십,devyni šimtai šešiasdešimt,deviņi simti sešdesmit,dziewięćset sześćdziesiąt,девятьсот шестьдесят,dokuzyüzaltmış,เก้าร้อยหกสิบ,chín trăm sáu mươi
123,345,3|x|100|+|40|+|5,one hundred and forty-four,einhundertvierundvierzig,ciento cuarenta y cuatro,cent quarante-quatre,seratus empat puluh empat,centoquarantaquattro,百四十四,백사십사,vienas šimtas keturiasdešimt keturi,simts četrdesmit četri,sto czterdzieści cztery,сто сорок четыре,yüzkırkdört,หนึ่งร้อยสี่สิบสี่,một trăm bốn mươi bốn
124,772,7|x|100|+|70|+|2,five hundred and seven,fünfhundertsieben,quinientos siete,cinq cent sept,lima ratus tujuh,cinquecentosette,五百七,오백칠,penki šimtai septyni,pieci simti septiņi,pięćset siedem,пятьсот семь,beşyüzyedi,ห้าร้อยเจ็ด,năm trăm lẻ bảy
125,814,8|x|100|+|10|+|4,eight hundred and thirteen,achthundertdreizehn,ochocientos trece,huit cent treize,delapan ratus tiga belas,ottocentotredici,八百十三,팔백십삼,aštuoni šimtai trylika,astoņi simti trīspadsmit,osiemset trzynaście,восемьсот тринадцать,sekizyüzonüç,แปดร้อยสิบสาม,tám trăm mười ba
126,295,2|x|100|+|90|+|5,two hundred and eight,zweihundertacht,doscientos ocho,deux cent huit,dua ratus delapan,duecentotto,二百八,이백팔,du šimtai aštuoni,divi simti astoņi,dwieście osiem,двести восемь,ikiyüzsekiz,สองร้อยแปด,hai trăm lẻ tám
127,615,6|x|100|+|10|+|5,eight hundred and twenty-six,achthundertsechsundzwanzig,ochocientos veintiséis,huit cent vingt-six,delapan ratus dua puluh enam,ottocentoventisei,八百二十六,팔백이십육,aštuoni šimtai dvidešimt šeši,astoņi simti divdesmit seši,osiemset dwadzieścia sześć,восемьсот двадцать шесть,sekizyüzyirmialtı,แปดร้อยยี่สิบหก,tám trăm hai mươi sáu
128,284,2|x|100|+|80|+|4,three hundred and thirty-six,dreihundertsechsunddreißig,trescientos treinta y seis,trois cent trente-six,tiga ratus tiga puluh enam,trecentotrentasei,三百三十六,삼백삼십육,trys šimtai trisdešimt šeši,trīs simti trīsdesmit seši,trzysta trzydzieści sześć,триста тридцать шесть,üçyüzotuzaltı,สามร้อยสามสิบหก,ba trăm ba mươi sáu
129,706,7|x|100|+|0|+|6,five hundred and seventy-four,fünfhundertvierundsiebzig,quinientos setenta y cuatro,cinq cent soixante-quatorze,lima ratus tujuh puluh empat,cinquecentosettantaquattro,五百七十四,오백칠십사,penki šimtai septyniasdešimt keturi,pieci simti septiņdesmit četri,pięćset siedemdziesiąt cztery,пятьсот семьдесят четыре,beşyüzyetmişdört,ห้าร้อยเจ็ดสิบสี่,năm trăm bảy mươi bốn
130,228,2|x|100|+|20|+|8,four hundred and forty-three,vierhundertdreiundvierzig,cuatrocientos cuarenta y tres,quatre cent quarante-trois,empat ratus empat puluh tiga,quattrocentoquarantatre,四百四十三,사백사십삼,keturi šimtai keturiasdešimt trys,četri simti četrdesmit trīs,czterysta czterdzieści trzy,четыреста сорок три,dörtyüzkırküç,สี่ร้อยสี่สิบสาม,bốn trăm bốn mươi ba
131,398,3|x|100|+|90|+|8,five hundred and eight,fünfhundertacht,quinientos ocho,cinq cent huit,lima ratus delapan,cinquecentotto,五百八,오백팔,penki šimtai aštuoni,pieci simti astoņi,pięćset osiem,пятьсот восемь,beşyüzsekiz,ห้าร้อยแปด,năm trăm lẻ tám
132,277,2|x|100|+|70|+|7,one hundred and ninety-three,einhundertdreiundneunzig,ciento noventa y tres,cent quatre-vingt-treize,seratus sembilan puluh tiga,centonovantatre,百九十三,백구십삼,vienas šimtas devyniasdešimt trys,simts deviņdesmit trīs,sto dziewięćdzisiąt trzy,сто девяносто три,yüzdoksanüç,หนึ่งร้อยเก้าสิบสาม,một trăm chín mươi ba
133,618,6|x|100|+|10|+|8,five hundred and forty-two,fünfhundertzweiundvierzig,quinientos cuarenta y dos,cinq cent quarante-deux,lima ratus empat puluh dua,cinquecentoquarantadue,五百四十二,오백사십이,penki šimtai keturiasdešimt du,pieci simti četrdesmit divi,pięćset czterdzieści dwa,пятьсот сорок два,beşyüzkırkiki,ห้าร้อยสี่สิบสอง,năm trăm bốn mươi hai
134,462,4|x|100|+|60|+|2,six hundred and eighty-one,sechshunderteinundachtzig,seiscientos ochenta y uno,six cent quatre-vingt-un,enam ratus delapan puluh satu,seicentottantuno,六百八十一,육백팔십일,šeši šimtai aštuoniasdešimt vienas,seši simti astoņdesmit viens,sześćset osiemdziesiąt jeden,шестьсот восемьдесят один,altıyüzseksenbir,หกร้อยแปดสิบเอ็ด,sáu trăm tám mươi mốt
135,360,3|x|100|+|60|+|0,two hundred and seven,zweihundertsieben,doscientos siete,deux cent sept,dua ratus tujuh,duecentosette,二百七,이백칠,du šimtai septyni,divi simti septiņi,dwieście siedem,двести семь,ikiyüzyedi,สองร้อยเจ็ด,hai trăm lẻ bảy
